Card Name
Aisha of Sparks and Smoke
The Howling Abomination
Zethi Arcane Blademaster
Tadeas Juniper Ascendant
Immard the Stormcleaver
Maarika Brutal Gladiator
Howltooth Hollow
Spinerock Knoll
Mosswort Bridge
Etherium Sculptor
Triumph of the Hordes
Balthor the Defiled
Torbran Thane of Red Fell
Ghost Quarter
Seize the Day
Glissa Sunseeker
Brimaz King of Oreskos
Tibalt the Fiend-Blooded2
Lucille
Wrexial the Risen Deep
Lurking Crocodile
Eldrazi Monument
Havengul Laboratory // Havengul Mystery
Constricting Sliver
Pulmonic Sliver
Sidewinder Sliver
Diffusion Sliver
Galerider Sliver
Mesmeric Sliver
Psionic Sliver
Screeching Sliver
Scuttling Sliver
Shadow Sliver
Telekinetic Sliver
Winged Sliver
Basal Sliver
Dregscape Sliver
Leeching Sliver
Plague Sliver
Syphon Sliver
Belligerent Sliver
Blur Sliver
Fury Sliver
Homing Sliver
Sedge Sliver
Spiteful Sliver
Striking Sliver
Thorncaster Sliver
Two-Headed Sliver
Gemhide Sliver
Horned Sliver
Manaweft Sliver
Might Sliver
Predatory Sliver
Tempered Sliver
Virulent Sliver
Cloudshredder Sliver
Frenetic Sliver
Harmonic Sliver
Hibernation Sliver
Necrotic Sliver
Opaline Sliver
Sliver Hive
Wren's Run Packmaster
Aura Blast
Aurora Griffin
Disciple of Kangee
Dominaria's Judgment
Guard Dogs
Heroic Defiance
Hobble
Honorable Scout
Lashknife Barrier
March of Souls
Orim's Chant
Planeswalker's Mirth
Pollen Remedy
Samite Elder
Samite Pilgrim
Sunscape Battlemage
Sunscape Familiar
Surprise Deployment
Allied Strategies
Arctic Merfolk
Confound
Dralnu's Pet
Ertai's Trickery
Escape Routes
Hunting Drake
Planar Overlay
Planeswalker's Mischief
Sea Snidd
Shifting Sky
Sisay's Ingenuity
Sleeping Potion
Stormscape Battlemage
Stormscape Familiar
Waterspout Elemental
Bog Down
Dark Suspicions
Death Bomb
Exotic Disease
Maggot Carrier
Morgue Toad
Nightscape Battlemage
Noxious Vapors
Phyrexian Bloodstock
Planeswalker's Scorn
Shriek of Dread
Sinister Strength
Volcano Imp
Warped Devotion
Caldera Kavu
Deadapult
Goblin Game
Implode
Insolence
Kavu Recluse
Keldon Mantle
Magma Burst
Mire Kavu
Mogg Jailer
Mogg Sentry
Planeswalker's Fury
Singe
Slingshot Goblin
Strafe
Tahngarth Talruum Hero
Thunderscape Familiar
Alpha Kavu
Amphibious Kavu
Falling Timber
Gaea's Might
Magnigoth Treefolk
Mirrorwood Treefolk
Multani's Harmony
Nemata Grove Guardian
Planeswalker's Favor
Primal Growth
Pygmy Kavu
Quirion Explorer
Root Greevil
Skyshroud Blessing
Stone Kavu
Thornscape Familiar
Ancient Spider
Cavern Harpy
Cloud Cover
Darigaaz's Charm
Daring Leap
Destructive Flow
Doomsday Specter
Dralnu's Crusade
Dromar's Charm
Eladamri's Call
Ertai the Corrupted
Fleetfoot Panther
Gerrard's Command
Horned Kavu
Keldon Twilight
Lava Zombie
Malicious Advice
Marsh Crocodile
Natural Emergence
Radiant Kavu
Razing Snidd
Rith's Charm
Sawtooth Loon
Silver Drake
Sparkcaster
Steel Leaf Paladin
Treva's Charm
Urza's Guilt
Draco
Mana Cylix
Stratadon
Crosis's Catacombs
Darigaaz's Caldera
Dromar's Cavern
Forsaken City
Meteor Crater
Rith's Grove
Terminal Moraine
Treva's Ruins
The Battle of Bywater
Boromir Warden of the Tower
Dawn of a New Age
Flowering of the White Tree
Forge Anew
Frodo Sauron's Bane
Gandalf the White
War of the Last Alliance
Borne Upon a Wind
Goldberry River-Daughter
Lost Isle Calling
Press the Enemy
Rangers of Ithilien
Scroll of Isildur
Storm of Saruman
The Watcher in the Water
Call of the Ring
Isildur's Fateful Strike
Lobelia Sackville-Baggins
One Ring to Rule Them All
Orcish Bowmasters
Sauron the Necromancer
Shadow of the Enemy
Witch-king of Angmar
Display of Power
Éomer Marshal of Rohan
Fall of Cair Andros
Glóin Dwarf Emissary
Hew the Entwood
Moria Marauder
Spiteful Banditry
There and Back Again
Delighted Halfling
Elven Chorus
Fall of Gil-galad
Fangorn Tree Shepherd
Last March of the Ents
Legolas Master Archer
Radagast the Brown
The Ring Goes South
Aragorn Company Leader
Aragorn the Uniter
Arwen Mortal Queen
The Balrog Durin's Bane
Doors of Durin
Elrond Master of Healing
Éowyn Fearless Knight
Faramir Prince of Ithilien
Flame of Anor
Galadriel of Lothlórien
Gandalf the Grey
Gimli Mournful Avenger
King of the Oathbreakers
Lotho Corrupt Shirriff
Merry Esquire of Rohan
Pippin Guard of the Citadel
Samwise Gamgee
Saruman of Many Colors
Sauron the Dark Lord
Sauron's Ransom
Shagrat Loot Bearer
Sharkey Tyrant of the Shire
Shelob Child of Ungoliant
Sméagol Helpful Guide
Tom Bombadil
Andúril Flame of the West
Glamdring
Horn of Gondor
Horn of the Mark
Mithril Coat
The One Ring
Palantír of Orthanc
Phial of Galadriel
Sting the Glinting Dagger
Barad-dûr
Minas Tirith
Mines of Moria
Mount Doom
Rivendell
The Shire
Ant Queen
Chasm Skulker
Soul of New Phyrexia
Ajani Adversary of Tyrants4
Ajani's Last Stand
Lena Selfless Champion
Resplendent Angel
Suncleanser
Valiant Knight
Djinn of Wishes
Metamorphic Alteration
Mistcaller
Mystic Archaeologist
One with the Machine
Patient Rebuilding
Sai Master Thopterist
Tezzeret Artifice Master5
Bone Dragon
Fraying Omnipotence
Graveyard Marshal
Infernal Reckoning
Isareth the Awakener
Phylactery Lich
Alpine Moon
Apex of Power
Banefire
Dismissive Pyromancer
Lathliss Dragon Queen
Sarkhan Fireblood3
Sarkhan's Unsealing
Elvish Clancaller
Gigantosaurus
Goreclaw Terror of Qal Sisma
Hungering Hydra
Prodigious Growth
Runic Armasaur
Thorn Lieutenant
Vivien Reid5
Vivien's Invocation
Arcades the Strategist
Chromium the Mutable
Nicol Bolas the Ravager // Nicol Bolas the Arisen
Palladia-Mors the Ruiner
Vaevictis Asmadi the Dire
Amulet of Safekeeping
Chaos Wand
Magistrate's Scepter
Sigiled Sword of Valeron
Transmogrifying Wand
Detection Tower
Ajani Strength of the Pride5
Bishop of Wings
Brought Back
Cavalier of Dawn
Leyline of Sanctity
Loxodon Lifechanter
Planar Cleansing
Starfield Mystic
Agent of Treachery
Atemsis All-Seeing
Cavalier of Gales
Drawn from Dreams
Dungeon Geists
Leyline of Anticipation
Masterful Replication
Mu Yanling Sky Dancer2
Tale's End
Cavalier of Night
Dread Presence
Embodiment of Agonies
Knight of the Ebon Legion
Legion's End
Leyline of the Void
Rotting Regisaur
Scheming Symmetry
Sorin Imperious Bloodlord4
Vilis Broker of Blood
Cavalier of Flame
Chandra Acolyte of Flame4
Chandra Awakened Inferno6
Flame Sweep
Glint-Horn Buccaneer
Leyline of Combustion
Marauding Raptor
Repeated Reverberation
Thunderkin Awakener
Cavalier of Thorns
Elvish Reclaimer
Gargos Vicious Watcher
Leyline of Abundance
Nightpack Ambusher
Shared Summons
Shifting Ceratops
Vivien Arkbow Ranger4
Voracious Hydra
Wakeroot Elemental
Corpse Knight
Kaalia Zenith Seeker
Kethis the Hidden Hand
Kykar Wind's Fury
Omnath Locus of the Roil
Yarok the Desecrated
Golos Tireless Pilgrim
Steel Overseer
Field of the Dead
Basri's Lieutenant
Teferi's Ageless Insight
Chandra's Incinerator
Garruk's Harbinger
Darksteel Juggernaut
Cunning Sparkmage
Chandra's Outrage
Chandra's Spitfire
Kuldotha Phoenix
Phantasmal Dragon
Sandbar Crocodile
Zhalfirin Knight
Parallax Dementia
Heliod's Pilgrim
Tangled Florahedron // Tangled Vale
Bone Shredder
Mental Misstep
Morophon the Boundless
Esper Sentinel
Nykthos Paragon
Search the Premises
Serra's Emissary
Dress Down
Fractured Sanity
Murktide Regent
Rise and Shine
Thought Monitor
Archon of Cruelty
Magus of the Bridge
Persist
Harmonic Prodigy
Obsidian Charmaw
Ignoble Hierarch
Sylvan Anthem
Verdant Command
Garth One-Eye
General Ferrous Rokiric
Lonis Cryptozoologist
Moderation
Priest of Fell Rites
Sythis Harvest's Hand
Dermotaxi
Kaldra Compleat
Urza's Saga
Adeline Resplendent Cathar
Brutal Cathar // Moonrage Brute
Lier Disciple of the Drowned
Suspicious Stowaway // Seafaring Werewolf
Gisa Glorious Resurrector
Graveyard Trespasser // Graveyard Glutton
Jadar Ghoulcaller of Nephalia
Jerren Corrupted Bishop // Ormendahl the Corrupter
Reckless Stormseeker // Storm-Charged Slasher
Saryth the Viper's Fang
Florian Voldaren Scion
Katilda Dawnhart Prime
Liesa Forgotten Archangel
Old Stickfingers
Rem Karolus Stalwart Slayer
Sigarda Champion of Light
Slogurk the Overslime
Tovolar Dire Overlord // Tovolar the Midnight Scourge
Vadrik Astral Archmage
Overtaker
Serra Angel Avatar
Goblin Warchief Avatar
Stalking Tiger Avatar
Birds of Paradise Avatar
Fallen Angel Avatar
Flametongue Kavu Avatar
Prodigal Sorcerer Avatar
Erhnam Djinn Avatar
Grinning Demon Avatar
Phage the Untouchable Avatar
Akroma Angel of Wrath Avatar
Karona False God Avatar
Two-Headed Giant of Foriys Avatar
Elvish Champion Avatar
Royal Assassin Avatar
Bosh Iron Golem Avatar
Platinum Angel Avatar
Viridian Zealot Avatar
Arcbound Overseer Avatar
Raksha Golden Cub Avatar
Etched Oracle Avatar
Eight-and-a-Half-Tails Avatar
Seshiro the Anointed Avatar
Higure the Still Wind Avatar
Ink-Eyes Servant of Oni Avatar
Sakashima the Impostor Avatar
Oni of Wild Places Avatar
Hell's Caretaker Avatar
Maro Avatar
Frenetic Efreet Avatar
Loxodon Hierarch Avatar
Sisters of Stone Death Avatar
Rumbling Slum Avatar
Teysa Orzhov Scion Avatar
Nekrataal Avatar
Chronatog Avatar
Lyzolda the Blood Witch Avatar
Momir Vig Simic Visionary Avatar
Haakon Stromgald Scourge Avatar
Diamond Faerie Avatar
Jaya Ballard Avatar
Stuffy Doll Avatar
Braids Conjurer Adept Avatar
Mirri the Cursed Avatar
Heartwood Storyteller Avatar
Jhoira of the Ghitu Avatar
Arcanis the Omnipotent Avatar
Squee Goblin Nabob Avatar
Dakkon Blackblade Avatar
Ashling the Pilgrim Avatar
Mirror Entity Avatar
Peacekeeper Avatar
Morinfen Avatar
Stonehewer Giant Avatar
Maralen of the Mornsong Avatar
Reaper King Avatar
Murderous Redcap Avatar
Ashling the Extinguisher Avatar
Figure of Destiny Avatar
Necropotence Avatar
Orcish Squatters Avatar
Rith the Awakener Avatar
Mayael the Anima Avatar
Kresh the Bloodbraided Avatar
Eladamri Lord of Leaves Avatar
Tradewind Rider Avatar
Malfegor Avatar
Maelstrom Archangel Avatar
Sliver Queen Avatar
Hermit Druid Avatar
Dauntless Escort Avatar
Enigma Sphinx Avatar
Master of the Wild Hunt Avatar
Vampire Nocturnus Avatar
Invasion of Ravnica // Guildpact Paragon
Archangel Elspeth4
Boon-Bringer Valkyrie
Dusk Legion Duelist
Elesh Norn // The Argent Etchings
Guardian of Ghirapur
Heliod the Radiant Dawn // Heliod the Warped Eclipse
Invasion of Gobakhan // Lightshield Array
Invasion of Theros // Ephara Ever-Sheltering
Knight-Errant of Eos
Progenitor Exarch
Sunfall
Chrome Host Seedshark
Complete the Circuit
Faerie Mastermind
Invasion of Arcavios // Invocation of the Founders
Invasion of Segovia // Caetus Sea Tyrant of Segovia
Jin-Gitaxias // The Great Synthesis
Rona Herald of Invasion // Rona Tolarian Obliterator
See Double
Transcendent Message
Zephyr Singer
Archpriest of Shadows
Ayara Widow of the Realm // Ayara Furnace Queen
Bloated Processor
Breach the Multiverse
Grafted Butcher
Hoarding Broodlord
Invasion of Fiora // Marchesa Resolute Monarch
Invasion of Innistrad // Deluge of the Dead
Pile On
Sheoldred // The True Scriptures
Bloodfeather Phoenix
Chandra Hope's Beacon5
City on Fire
Etali Primal Conqueror // Etali Primal Sickness
Into the Fire
Invasion of Kaldheim // Pyre of the World Tree
Invasion of Karsus // Refraction Elemental
Invasion of Tarkir // Defiant Thundermaw
Nahiri's Warcrafting
Rampaging Raptor
Urabrask // The Great Work
Voldaren Thrillseeker
Ancient Imperiosaur
Deeproot Wayfinder
Doomskar Warrior
Glistening Dawn
Invasion of Ikoria // Zilortha Apex of Ikoria
Invasion of Ixalan // Belligerent Regisaur
Invasion of Shandalar // Leyline Surge
Ozolith the Shattered Spire
Polukranos Reborn // Polukranos Engine of Ruin
Tribute to the World Tree
Vorinclex // The Grand Evolution
Wrenn and Realmbreaker4
Baral and Kari Zev
Borborygmos and Fblthp
Djeru and Hazoret
Drana and Linvala
Errant and Giada
Ghalta and Mavren
Glissa Herald of Predation
Hidetsugu and Kairi
Inga and Esika
Invasion of Alara // Awaken the Maelstrom
Invasion of New Phyrexia // Teferi Akosa of Zhalfir
Invasion of Tolvada // The Broken Sky
Kogla and Yidaro
Kroxa and Kunoros
Omnath Locus of All
Quintorius Loremaster
Rankle and Torbran
Yargle and Multani
Zimone and Dina
Zurgo and Ojutai
Realmbreaker the Invasion Tree
Sword of Once and Future
Earwig Squad
Door of Destinies
Sword of Kaldra
Aerial Extortionist
Angelic Sleuth
Boss's Chauffeur
Contractual Safeguard
Damning Verdict
Grand Crescendo
Jailbreak
Master of Ceremonies
Resourceful Defense
Skyboon Evangelist
Smuggler's Share
Aven Courier
Cephalid Facetaker
Change of Plans
Extravagant Replication
Flawless Forgery
In Too Deep
Mask of the Schemer
Shield Broker
Sinister Concierge
Skyway Robber
Storm of Forms
Bellowing Mauler
Body Count
Dogged Detective
Lethal Scheme
Make an Example
Misfortune Teller
Protection Racket
Waste Management
Wave of Rats
Writ of Return
Xander's Pact
Audacious Swap
Determined Iteration
Indulge // Excess
Industrial Advancement
Life of the Party
Mezzio Mugger
Rain of Riches
Rose Room Treasurer
Seize the Spotlight
Spellbinding Soprano
Turf War
Bribe Taker
Caldaia Guardian
Crash the Party
Dodgy Jalopy
Family's Favor
First Responder
Killer Service
Next of Kin
Park Heights Maverick
Scepter of Celebration
Vivien's Stampede
Agent's Toolkit
Bess Soul Nourisher
Brokers Confluence
Cabaretti Confluence
Cryptic Pursuit
Denry Klin Editor in Chief
Grime Gorger
Jolene the Plunder Queen
Life Insurance
Maestros Confluence
Obscura Confluence
Oskar Rubbish Reclaimer
Prosperous Partnership
Riveteers Confluence
Syrix Carrier of the Flame
Currency Converter
False Floor
Gavel of the Righteous
Smuggler's Buggy
Weathered Sentinels
Rathi Assassin
Hidetsugu Consumes All // Vessel of the All-Consuming
The Kami War // O-Kagachi Made Manifest
Eater of Virtue
Mechtitan Core
Mirror Box
Reckoner Bankbuster
Surgehacker Mech
Boseiju Who Endures
Eiganjo Seat of the Empire
Otawara Soaring City
Sokenzan Crucible of Defiance
Takenuma Abandoned Mire
Deceiver of Form
Eldrazi Mimic
Matter Reshaper
Reality Smasher
Thought-Knot Seer
Eldrazi Displacer
Call the Gatewatch
General Tazri
Linvala the Preserver
Oath of Gideon
Dimensional Infiltrator
Crush of Tentacles
Hedron Alignment
Oath of Jace
Overwhelming Denial
Sphinx of the Final Word
Bearer of Silence
Inverter of Truth
Sifter of Skulls
Drana's Chosen
Kalitas Traitor of Ghet
Remorseless Punishment
Eldrazi Obligator
Kozilek's Return
Chandra Flamecaller4
Fall of the Titans
Oath of Chandra
Vile Redeemer
World Breaker
Oath of Nissa
Sylvan Advocate
Zendikar Resurgent
Ayli Eternal Pilgrim
Mina and Denn Wildborn
Captain's Claws
Stoneforge Masterwork
Corrupted Crossroads
Hissing Quagmire
Mirrorpool
Needle Spires
Ruins of Oran-Rief
Sea Gate Wreckage
Wandering Fumarole
Elesh Norn Mother of Machines
The Eternal Wanderer5
Kemba Kha Enduring
Mondrak Glory Dominus
Norn's Wellspring
Phyrexian Vindicator
Skrelv Defector Mite
Skrelv's Hive
White Sun's Twilight
Blade of Shared Souls
Blue Sun's Twilight
Encroaching Mycosynth
Ichormoon Gauntlet
Jace the Perfected Mind5
Mercurial Spelldancer
Mindsplice Apparatus
Tekuthal Inquiry Dominus
Unctus Grand Metatect
Archfiend of the Dross
Black Sun's Twilight
Drivnod Carnage Dominus
Geth Thane of Contracts
Karumonix the Rat King
Phyrexian Obliterator
Vraan Executioner Thane
Vraska Betrayal's Sting6
All Will Be One
Capricious Hellraiser
Dragonwing Glider
Red Sun's Twilight
Slobad Iron Goblin
Solphim Mayhem Dominus
Urabrask's Forge
Vindictive Flamestoker
Bloated Contaminator
Conduit of Worlds
Evolved Spinoderm
Green Sun's Twilight
Nissa Ascended Animist7
Thrun Breaker of Silence
Tyrranax Rex
Venerated Rotpriest
Zopandrel Hunger Dominus
Atraxa Grand Unifier
Ezuri Stalker of Spheres
Glissa Sunslayer
Jor Kadeen First Goldwarden
Kaito Dancing Shadow3
Kaya Intangible Slayer6
Kethek Crucible Goliath
Lukka Bound to Ruin5
Malcator Purity Overseer
Melira the Living Cure
Migloz Maze Crusher
Nahiri the Unforgiving5
Ovika Enigma Goliath
Ria Ivor Bane of Bladehold
Tyvar Jubilant Brawler3
Venser Corpse Puppet
Argentum Masticore
The Filigree Sylex
Graaz Unstoppable Juggernaut
Mirran Safehouse
Monument to Perfection
Soulless Jailer
Staff of Compleation
Sword of Forge and Frontier
Tablet of Compleation
Zenith Chronicler
Blackcleave Cliffs
Copperline Gorge
Darkslick Shores
Mirrex
The Monumental Facade
The Mycosynth Gardens
Razorverge Thicket
Seachrome Coast
The Seedcore
Alabaster Dragon
Blessed Reversal
Defiant Stand
Fleet-Footed Monk
Gift of Estates
Harsh Justice
Keen-Eyed Archers
Renewing Dawn
Sacred Knight
Seasoned Marshal
Spiritual Guardian
Spotted Griffin
Starlight
Starlit Angel
Stern Marshal
Temporary Truce
Valorous Charge
Warrior's Charge
Balance of Power
Baleful Stare
Capricious Sorcerer
Cloak of Feathers
Cloud Dragon
Cloud Pirates
Cloud Spirit
Command of Unsummoning
Cruel Fate
Deep-Sea Serpent
Djinn of the Lamp
Flux
Omen
Personal Tutor
Sorcerous Sight
Symbol of Unsummoning
Taunt
Thing from the Deep
Withering Gaze
Arrogant Vampire
Assassin's Blade
Charging Bandits
Craven Knight
Dread Charge
Ebon Dragon
Endless Cockroaches
Final Strike
King's Assassin
Mercenary Knight
Mind Knives
Noxious Toad
Serpent Assassin
Skeletal Crocodile
Skeletal Snake
Soul Shred
Undying Beast
Vampiric Feast
Vampiric Touch
Boiling Seas
Burning Cloak
Craven Giant
Desert Drake
Fire Dragon
Fire Imp
Fire Snake
Forked Lightning
Goblin Bully
Highland Giant
Lava Flow
Lizard Warrior
Minotaur Warrior
Raging Cougar
Raging Minotaur
Rain of Salt
Scorching Winds
Thundermare
Wall of Granite
Anaconda
Charging Rhino
Elite Cat Warrior
Elvish Ranger
Fruition
Jungle Lion
Mobilize
Needle Storm
Primeval Force
Rowan Treefolk
Sylvan Tutor
Thundering Wurm
Treetop Defense
Willow Dryad
Winter's Grasp
Gideon's Phalanx
Kytheon's Irregulars
Tragic Arrogance
Vryn Wingmare
Harbinger of the Tides
Jace's Sanctum
Soulblade Djinn
Talent of the Telepath
Thopter Spy Network
Willbreaker
Dark Petition
Despoiler of Souls
Gilt-Leaf Winnower
Priest of the Blood Rite
Chandra's Ignition
Embermaw Hellion
Scab-Clan Berserker
Evolutionary Leap
Gaea's Revenge
Nissa's Revelation
Outland Colossus
Garruk the Slayer20
Hedge Troll
Oros the Avenger
Lava Spike
Nykthos Shrine to Nyx
Knight Exemplar
Sunblast Angel
Angel of Glory's Rise
Angelic Skirmisher
Loam Lion
Opportunistic Dragon
Goblin Chieftain
Oran-Rief the Vastwood
Stonecoil Serpent
Ifh-Bíff Efreet
Khabál Ghoul
Argivian Archaeologist
Hand of Justice
Tawnos's Coffin
Preacher
Gleemox
Sliver Queen
Ravenous Baloth
Tormod's Crypt
Gerrard's Verdict
Firebolt
Korlash Heir to Blackblade
Overbeing of Myth
Kiyomaro First to Stand
Djinn Illuminatus
Revenant
Monstrous Hound
Slice and Dice
Life // Death
Soltari Priest
Goblin Legionnaire
Slith Firewalker
Arena
Giant Badger
Sewers of Estark
Windseeker Centaur
Spirited Companion
Enthusiastic Mechanaut
Jukai Naturalist
Silver-Fur Master
Secluded Courtyard
Apostle's Blessing
Auriok Survivors
Cathedral Membrane
Chancellor of the Annex
Dispatch
Due Respect
Exclusion Ritual
Forced Worship
Inquisitor Exarch
Lost Leonin
Loxodon Convert
Marrow Shards
Phyrexian Unlife
Porcelain Legionnaire
Shattered Angel
Shriek Raptor
War Report
Argent Mutation
Arm with Aether
Blighted Agent
Chained Throatseeker
Chancellor of the Spires
Corrupted Resolve
Defensive Stance
Impaler Shrike
Mindculling
Numbing Dose
Phyrexian Ingester
Psychic Barrier
Psychic Surgery
Spined Thopter
Spire Monitor
Tezzeret's Gambit
Vapor Snag
Viral Drake
Wing Splicer
Xenograft
Blind Zealot
Caress of Phyrexia
Chancellor of the Dross
Dementia Bat
Enslave
Entomber Exarch
Geth's Verdict
Glistening Oil
Grim Affliction
Ichor Explosion
Life's Finale
Mortis Dogs
Parasitic Implant
Pith Driller
Postmortem Lunge
Praetor's Grasp
Reaper of Sheoldred
Toxic Nim
Whispering Specter
Act of Aggression
Artillerize
Bludgeon Brawl
Chancellor of the Forge
Fallen Ferromancer
Flameborn Viron
Furnace Scamp
Geosurge
Gut Shot
Invader Parasite
Moltensteel Dragon
Ogre Menial
Rage Extractor
Razor Swine
Ruthless Invasion
Scrapyard Salvo
Slag Fiend
Slash Panther
Tormentor Exarch
Victorious Destruction
Volt Charge
Vulshok Refugee
Whipflare
Chancellor of the Tangle
Corrosive Gale
Fresh Meat
Glissa's Scorn
Greenhilt Trainee
Leeching Bite
Melira Sylvok Outcast
Mutagenic Growth
Mycosynth Fiend
Noxious Revival
Phyrexian Swarmlord
Rotted Hystrix
Spinebiter
Thundering Tanadon
Viridian Betrayers
Viridian Harvest
Vital Splicer
Jor Kadeen the Prevailer
Alloy Myr
Blinding Souleater
Conversion Chamber
Etched Monstrosity
Gremlin Mine
Hex Parasite
Hovermyr
Immolating Souleater
Insatiable Souleater
Isolation Cell
Kiln Walker
Lashwrithe
Mycosynth Wellspring
Necropouncer
Omen Machine
Pestilent Souleater
Phyrexian Hulk
Shrine of Boundless Growth
Shrine of Limitless Power
Shrine of Loyal Legions
Shrine of Piercing Vision
Soul Conduit
Torpor Orb
Trespassing Souleater
Unwinding Clock
Phyrexia's Core
Juzám Djinn
Incoming!
Galea Kindler of Hope
Sefris of the Hidden Ways
Vrondiss Rage of Ancients
Angelic Reward
Confront the Assault
Inspiring Commander
Knight's Pledge
Sanctuary Cat
Shrine Keeper
Tactical Advantage
River's Favor
Zephyr Gull
Feral Roar
Treetop Warden
All in Good Time
All Shall Smolder in My Wake
Approach My Molten Realm
Behold the Power of Destruction
Choose Your Champion
Dance Pathetic Marionette
The Dead Shall Serve
A Display of My Dark Power
Embrace My Diabolical Vision
Every Hope Shall Vanish
Every Last Vestige Shall Rot
Evil Comes to Fruition
The Fate of the Flammable
Feed the Machine
I Bask in Your Silent Awe
I Call on the Ancient Magics
I Delight in Your Convulsions
I Know All I See All
Ignite the Cloneforge!
Into the Earthen Maw
Introductions Are in Order
The Iron Guardian Stirs
Know Naught but Fire
Look Skyward and Despair
May Civilization Collapse
Mortal Flesh Is Weak
My Crushing Masterstroke
My Genius Knows No Bounds
My Undead Horde Awakens
My Wish Is Your Command
Nature Demands an Offering
Nature Shields Its Own
Nothing Can Stop Me Now
Only Blood Ends Your Nightmares
The Pieces Are Coming Together
Realms Befitting My Majesty
Roots of All Evil
Rotted Ones Lay Siege
Surrender Your Thoughts
Tooth Claw and Tail
The Very Soil Shall Shake
Which of You Burns Brightest?
Your Fate Is Thrice Sealed
Your Puny Minds Cannot Fathom
Your Will Is Not Your Own
Gahiji Honored One
Jeleva Nephalia's Scourge
Mayael the Anima
Sek'Kuar Deathkeeper
Sydri Galvanic Genius
Anje Falkenrath
Ghired Conclave Exile
Kadena Slinking Sorcerer
Sevinne the Chronoclasm
Gavi Nest Warden
Jirina Kudro
Kalamax the Stormsire
Kathril Aspect Warper
Otrimi the Ever-Playful
Grimgrin Corpse-Born
Damia Sage of Stone
Numot the Devastator
Ruhan of the Fomori
Vorosh the Hunter
Aegis of Honor
Ancestral Tribute
Animal Boneyard
Aven Archer
Aven Flock
Aven Shrine
Balancing Act
Beloved Chaplain
Blessed Orator
Cantivore
Cease-Fire
Confessor
Dedicated Martyr
Delaying Shield
Devoted Caretaker
Divine Sacrament
Dogged Hunter
Earnest Fellowship
Embolden
Gallantry
Graceful Antelope
Hallowed Healer
Karmic Justice
Kirtar's Desire
Lieutenant Kirtar
Life Burst
Luminous Guardian
Master Apothecary
Mystic Crusader
Mystic Penitent
Mystic Visionary
Nomad Decoy
Patrol Hound
Pilgrim of Justice
Pilgrim of Virtue
Resilient Wanderer
Sacred Rites
Second Thoughts
Soulcatcher
Sphere of Duty
Sphere of Grace
Sphere of Law
Sphere of Reason
Sphere of Truth
Spiritualize
Tattoo Ward
Testament of Faith
Tireless Tribe
Wayward Angel
Aboshan Cephalid Emperor
Aboshan's Desire
Aether Burst
Amugaba
Aven Smokeweaver
Balshan Beguiler
Balshan Griffin
Bamboozle
Battle of Wits
Cephalid Looter
Cephalid Retainer
Cephalid Scout
Cephalid Shrine
Chamber of Manipulation
Cognivore
Cultural Exchange
Dematerialize
Divert
Dreamwinder
Escape Artist
Extract
Fervent Denial
Immobilizing Ink
Laquatus's Creativity
Patron Wizard
Pedantic Learning
Phantom Whelp
Predict
Psionic Gift
Pulsating Illusion
Rites of Refusal
Shifty Doppelganger
Standstill
Think Tank
Thought Devourer
Thought Eater
Thought Nibbler
Touch of Invisibility
Treetop Sentinel
Unifying Theory
Words of Wisdom
Bloodcurdler
Braids Cabal Minion
Cabal Inquisitor
Cabal Patriarch
Cabal Shrine
Caustic Tar
Childhood Horror
Crypt Creeper
Cursed Monstrosity
Decaying Soil
Dirty Wererat
Execute
Face of Fear
Famished Ghoul
Filthy Cur
Fledgling Imp
Frightcrawler
Gravestorm
Hint of Insanity
Infected Vermin
Malevolent Awakening
Mind Burst
Mindslicer
Morbid Hunger
Morgue Theft
Nefarious Lich
Overeager Apprentice
Painbringer
Patriarch's Desire
Repentant Vampire
Rotting Giant
Sadistic Hypnotist
Screams of the Damned
Skeletal Scrying
Skull Fracture
Stalking Bloodsucker
Tainted Pact
Tombfire
Traveling Plague
Whispering Shade
Zombie Assassin
Zombie Cannibal
Acceptable Losses
Anarchist
Ashen Firebeast
Barbarian Lunatic
Bash to Bits
Battle Strain
Blazing Salvo
Bomb Squad
Burning Sands
Chainflinger
Chance Encounter
Demoralize
Dwarven Grunt
Dwarven Recruiter
Dwarven Shrine
Dwarven Strike Force
Earth Rift
Ember Beast
Engulfing Flames
Epicenter
Flame Burst
Frenetic Ogre
Halberdier
Impulsive Maneuvers
Kamahl's Desire
Lava Blister
Liquid Fire
Mad Dog
Magma Vein
Magnivore
Mine Layer
Minotaur Explorer
Molten Influence
Need for Speed
Obstinate Familiar
Pardic Firecat
Pardic Miner
Pardic Swordsmith
Price of Glory
Savage Firecat
Scorching Missile
Shower of Coals
Spark Mage
Steam Vines
Thermal Blast
Tremble
Volcanic Spray
Volley of Boulders
Whipkeeper
Bearscape
Beast Attack
Cartographer
Chlorophant
Crashing Centaur
Deep Reconnaissance
Diligent Farmhand
Druid Lyrist
Druid's Call
Elephant Ambush
Gorilla Titan
Ground Seal
Holistic Wisdom
Howling Gale
Krosan Archer
Krosan Avenger
Leaf Dancer
Metamorphic Wurm
Muscle Burst
Nantuko Disciple
Nantuko Elder
Nantuko Mentor
Nantuko Shrine
New Frontiers
Nut Collector
Piper's Melody
Primal Frenzy
